IPK,Semester,Jurusan,Pernah_Mengulang,Pendapatan_Orang_Tua,Pekerjaan_Orang_Tua,Jumlah_Tanggungan,Status_Tempat_Tinggal,Asal_Daerah,Aktif_Organisasi,Jumlah_Kegiatan_Relawan,Pengalaman_Magang,Skor_Motivasi_Tertulis,Surat_Rekomendasi,Pernah_Mendapat_Beasiswa,Skor_Keaktifan_Kampus,Rekam_Ketidakhadiran,Pernah_Melawan_Hukum,Jenis_Kelamin,Skor_Literasi_Finansial,Status_Kelayakan,Jumlah_Beasiswa_Per_Semester
3.06,4,Hukum,Tidak,4609477,Tidak Bekerja,4,Menumpang,Pedesaan,Ya,2,Tidak,71,Tidak,Ya,55,13,Tidak,Laki-laki,73,Layak,6145652
3.4,4,Hukum,Tidak,760252,Pedagang,1,Kontrak,Pedesaan,Ya,3,Tidak,58,Ada,Tidak,51,5,Tidak,Laki-laki,65,Layak,6440171
3.18,7,Ekonomi,Tidak,7249767,Wirausaha,5,Milik Sendiri,Perkotaan,Ya,2,Tidak,89,Ada,Ya,54,11,Tidak,Perempuan,80,Layak,5772807
2.91,7,Sastra,Tidak,2758306,Wirausaha,2,Menumpang,Perkotaan,Tidak,4,Ya,50,Tidak,Tidak,74,10,Tidak,Perempuan,98,Tidak Layak,0
3.62,2,Kedokteran,Tidak,6222997,Petani,5,Menumpang,Perkotaan,Ya,3,Ya,74,Tidak,Ya,59,1,Tidak,Laki-laki,55,Tidak Layak,0
3.4,5,Pendidikan,Ya,5277999,Pedagang,1,Kontrak,Pedesaan,Ya,1,Ya,66,Ada,Ya,92,8,Tidak,Laki-laki,70,Tidak Layak,0
2.47,3,Teknik Informatika,Tidak,1166811,Buruh,5,Milik Sendiri,3T,Tidak,0,Ya,68,Tidak,Tidak,83,4,Tidak,Perempuan,14,Tidak Layak,0
3.28,2,Pertanian,Tidak,8775454,Pegawai Negeri,1,Milik Sendiri,Perkotaan,Tidak,0,Tidak,55,Ada,Ya,70,5,Tidak,Perempuan,58,Tidak Layak,0
3.23,2,Pendidikan,Tidak,1143521,Karyawan Swasta,1,Menumpang,Perkotaan,Ya,4,Tidak,90,Ada,Ya,65,4,Tidak,Laki-laki,86,Layak,3641468
3.54,5,Pertanian,Ya,3639098,Wirausaha,4,Kontrak,3T,Tidak,0,Tidak,96,Ada,Ya,77,2,Tidak,Laki-laki,90,Layak,3494137
3.07,1,Ekonomi,Tidak,6880211,Wirausaha,5,Milik Sendiri,Perkotaan,Ya,5,Tidak,69,Ada,Tidak,92,15,Tidak,Perempuan,76,Tidak Layak,0
3.04,6,Pertanian,Tidak,4173044,Petani,3,Kontrak,Perkotaan,Ya,5,Tidak,61,Tidak,Tidak,92,3,Tidak,Perempuan,90,Layak,3074227
4,8,Pertanian,Tidak,4440297,Petani,3,Kontrak,Pedesaan,Tidak,3,Ya,99,Tidak,Tidak,93,10,Tidak,Perempuan,54,Tidak Layak,0
2.77,7,Sastra,Tidak,5001616,Karyawan Swasta,6,Milik Sendiri,Pedesaan,Tidak,2,Tidak,64,Ada,Ya,99,20,Tidak,Perempuan,16,Tidak Layak,0
3.17,1,Teknik Informatika,Tidak,2014189,Tidak Bekerja,6,Kontrak,Perkotaan,Tidak,4,Ya,53,Ada,Tidak,84,6,Tidak,Perempuan,91,Layak,3923796
3.38,5,Hukum,Tidak,6061682,Karyawan Swasta,2,Menumpang,Perkotaan,Tidak,0,Tidak,98,Ada,Tidak,100,15,Ya,Perempuan,38,Tidak Layak,0
3.21,1,Kedokteran,Tidak,4649152,Petani,3,Menumpang,3T,Tidak,5,Tidak,97,Tidak,Ya,54,2,Tidak,Perempuan,2,Tidak Layak,0
3.09,1,Hukum,Ya,7061970,Pedagang,5,Kontrak,Perkotaan,Ya,5,Ya,67,Tidak,Ya,56,8,Tidak,Perempuan,48,Tidak Layak,0
2.88,5,Ekonomi,Ya,7317098,Buruh,3,Kontrak,Pedesaan,Tidak,4,Ya,51,Tidak,Tidak,73,17,Tidak,Perempuan,28,Tidak Layak,0
3.44,1,Ekonomi,Tidak,8000846,Pegawai Negeri,4,Menumpang,3T,Ya,1,Tidak,55,Ada,Ya,63,15,Tidak,Laki-laki,18,Tidak Layak,0
3.73,7,Pertanian,Tidak,4399524,Petani,4,Kontrak,Pedesaan,Tidak,1,Ya,94,Tidak,Ya,67,6,Tidak,Perempuan,69,Tidak Layak,0
3.15,8,Pendidikan,Tidak,4455049,Pegawai Negeri,4,Menumpang,Pedesaan,Ya,5,Tidak,55,Ada,Tidak,94,2,Tidak,Laki-laki,20,Layak,6361564
3.42,2,Hukum,Ya,2406975,Petani,4,Kontrak,3T,Tidak,3,Ya,85,Tidak,Tidak,50,9,Tidak,Perempuan,92,Layak,7676429
2.86,5,Pendidikan,Tidak,6734947,Buruh,6,Milik Sendiri,3T,Ya,1,Tidak,95,Tidak,Tidak,80,14,Tidak,Perempuan,95,Tidak Layak,0
3.04,3,Hukum,Tidak,8450226,Petani,3,Kontrak,3T,Ya,0,Ya,62,Ada,Ya,84,14,Tidak,Laki-laki,79,Tidak Layak,0
2.83,8,Hukum,Ya,9881082,Pedagang,3,Menumpang,3T,Ya,2,Tidak,77,Tidak,Tidak,89,12,Tidak,Laki-laki,9,Tidak Layak,0
3.16,3,Manajemen,Tidak,5197377,Pedagang,3,Menumpang,3T,Tidak,4,Tidak,74,Tidak,Tidak,97,19,Tidak,Perempuan,26,Tidak Layak,0
3.69,3,Teknik Informatika,Tidak,4131318,Petani,5,Milik Sendiri,3T,Ya,0,Ya,53,Ada,Tidak,77,15,Tidak,Laki-laki,30,Tidak Layak,0
3.01,7,Ekonomi,Tidak,8460419,Pegawai Negeri,3,Menumpang,Pedesaan,Ya,4,Tidak,60,Tidak,Ya,77,17,Tidak,Perempuan,87,Tidak Layak,0
3.28,2,Ekonomi,Tidak,3486552,Petani,3,Kontrak,Perkotaan,Ya,3,Ya,85,Ada,Tidak,73,5,Tidak,Laki-laki,25,Layak,5708440
3,6,Kedokteran,Ya,5707491,Pegawai Negeri,1,Kontrak,Perkotaan,Ya,0,Tidak,52,Tidak,Tidak,75,1,Tidak,Perempuan,35,Tidak Layak,0
3.51,1,Teknik Informatika,Tidak,8398869,Buruh,6,Kontrak,Pedesaan,Ya,5,Tidak,56,Ada,Tidak,51,19,Tidak,Laki-laki,90,Layak,3484009
3.61,3,Manajemen,Tidak,2503648,Petani,4,Menumpang,Perkotaan,Ya,4,Ya,62,Ada,Tidak,93,10,Tidak,Laki-laki,75,Layak,5072382
2.67,1,Ekonomi,Tidak,1531520,Petani,2,Menumpang,3T,Ya,1,Tidak,67,Ada,Tidak,61,20,Tidak,Laki-laki,39,Tidak Layak,0
3.31,5,Pendidikan,Ya,8322415,Buruh,6,Milik Sendiri,Pedesaan,Ya,0,Tidak,61,Ada,Ya,70,18,Tidak,Laki-laki,98,Tidak Layak,0
3.46,3,Teknik Informatika,Tidak,6783563,Karyawan Swasta,1,Menumpang,Perkotaan,Ya,5,Tidak,62,Ada,Tidak,53,12,Tidak,Laki-laki,35,Tidak Layak,0
3.26,3,Pendidikan,Tidak,3658231,Pegawai Negeri,2,Milik Sendiri,Perkotaan,Ya,3,Ya,81,Tidak,Tidak,72,20,Tidak,Laki-laki,4,Layak,6909206
3.64,7,Hukum,Tidak,4034335,Wirausaha,4,Kontrak,Perkotaan,Tidak,2,Ya,94,Tidak,Ya,82,6,Tidak,Perempuan,33,Tidak Layak,0
3.33,1,Manajemen,Tidak,3627701,Karyawan Swasta,2,Kontrak,Pedesaan,Ya,3,Tidak,52,Tidak,Ya,90,11,Tidak,Laki-laki,20,Tidak Layak,0
3.28,7,Pertanian,Tidak,2181206,Pedagang,3,Kontrak,3T,Ya,0,Tidak,89,Tidak,Tidak,96,12,Tidak,Laki-laki,32,Tidak Layak,0
3.28,6,Pendidikan,Tidak,7230232,Pegawai Negeri,1,Milik Sendiri,Perkotaan,Tidak,4,Ya,77,Tidak,Tidak,87,0,Tidak,Laki-laki,38,Tidak Layak,0
3.33,4,Hukum,Ya,6089281,Tidak Bekerja,1,Milik Sendiri,Pedesaan,Tidak,2,Tidak,60,Tidak,Ya,92,4,Tidak,Laki-laki,38,Tidak Layak,0
2.99,5,Manajemen,Ya,3911176,Karyawan Swasta,1,Menumpang,Pedesaan,Tidak,2,Ya,60,Tidak,Ya,80,17,Tidak,Laki-laki,60,Tidak Layak,0
3.52,7,Pertanian,Tidak,2107674,Karyawan Swasta,2,Kontrak,Perkotaan,Ya,2,Tidak,93,Tidak,Tidak,84,2,Tidak,Laki-laki,28,Layak,7104655
2.45,3,Kedokteran,Tidak,6201752,Buruh,1,Menumpang,Pedesaan,Ya,0,Tidak,58,Tidak,Ya,52,6,Tidak,Laki-laki,43,Tidak Layak,0
3.08,7,Hukum,Tidak,5280904,Pegawai Negeri,4,Menumpang,Perkotaan,Ya,3,Ya,75,Ada,Tidak,55,11,Tidak,Laki-laki,83,Layak,5392970
3.58,1,Hukum,Tidak,9005552,Karyawan Swasta,6,Kontrak,3T,Tidak,5,Tidak,99,Ada,Tidak,77,8,Tidak,Laki-laki,77,Layak,5777138
3.88,6,Pertanian,Tidak,9476215,Pegawai Negeri,1,Milik Sendiri,Perkotaan,Ya,3,Tidak,55,Ada,Ya,71,18,Tidak,Perempuan,55,Tidak Layak,0
3.49,1,Pertanian,Tidak,2539294,Tidak Bekerja,4,Kontrak,Pedesaan,Tidak,5,Ya,77,Tidak,Tidak,99,0,Tidak,Laki-laki,37,Tidak Layak,0
2.94,6,Ekonomi,Ya,5946430,Pegawai Negeri,6,Milik Sendiri,Pedesaan,Ya,0,Tidak,75,Ada,Ya,55,17,Tidak,Laki-laki,81,Layak,6139361
2.83,7,Sastra,Tidak,8184482,Wirausaha,5,Milik Sendiri,Perkotaan,Tidak,5,Tidak,86,Tidak,Ya,54,10,Tidak,Laki-laki,77,Tidak Layak,0
3.3,2,Ekonomi,Tidak,1821455,Pegawai Negeri,6,Menumpang,Pedesaan,Ya,1,Tidak,66,Ada,Tidak,57,6,Tidak,Perempuan,78,Layak,6312076
2.12,4,Teknik Informatika,Tidak,8434254,Pedagang,4,Kontrak,Perkotaan,Tidak,2,Tidak,52,Tidak,Ya,93,9,Tidak,Perempuan,26,Tidak Layak,0
3.47,1,Ekonomi,Tidak,5109853,Pegawai Negeri,4,Menumpang,Perkotaan,Tidak,0,Ya,51,Tidak,Ya,54,19,Tidak,Perempuan,75,Tidak Layak,0
3.55,7,Pendidikan,Tidak,8479292,Buruh,1,Kontrak,Pedesaan,Ya,3,Ya,97,Tidak,Ya,84,5,Tidak,Perempuan,51,Tidak Layak,0
3.29,1,Manajemen,Tidak,9917483,Pegawai Negeri,1,Milik Sendiri,Perkotaan,Ya,2,Ya,70,Tidak,Tidak,51,4,Tidak,Laki-laki,79,Tidak Layak,0
3.23,6,Ekonomi,Tidak,892726,Tidak Bekerja,3,Menumpang,Perkotaan,Tidak,3,Tidak,58,Tidak,Ya,56,12,Tidak,Laki-laki,73,Tidak Layak,0
2.56,5,Hukum,Tidak,7229618,Buruh,4,Kontrak,Perkotaan,Ya,4,Ya,99,Tidak,Ya,92,20,Tidak,Perempuan,64,Tidak Layak,0
3.37,7,Kedokteran,Tidak,8801923,Tidak Bekerja,4,Kontrak,Perkotaan,Ya,1,Tidak,50,Tidak,Tidak,91,5,Tidak,Laki-laki,49,Tidak Layak,0
3.26,7,Ekonomi,Tidak,987227,Buruh,2,Milik Sendiri,Perkotaan,Ya,0,Tidak,96,Tidak,Ya,70,19,Tidak,Perempuan,87,Layak,2763081
2.9,6,Teknik Informatika,Tidak,7032030,Buruh,5,Milik Sendiri,Perkotaan,Ya,2,Tidak,65,Ada,Tidak,95,6,Tidak,Perempuan,8,Tidak Layak,0
2.67,1,Kedokteran,Tidak,8203978,Pedagang,6,Menumpang,Pedesaan,Ya,1,Tidak,82,Ada,Tidak,60,7,Tidak,Laki-laki,0,Tidak Layak,0
3.11,1,Ekonomi,Tidak,8388801,Tidak Bekerja,4,Milik Sendiri,Perkotaan,Tidak,5,Tidak,95,Ada,Tidak,80,1,Tidak,Perempuan,92,Tidak Layak,0
2.37,1,Pendidikan,Tidak,9082547,Wirausaha,6,Kontrak,Pedesaan,Ya,1,Tidak,98,Ada,Ya,73,13,Tidak,Laki-laki,31,Tidak Layak,0
3.23,8,Kedokteran,Tidak,6036912,Wirausaha,6,Milik Sendiri,Pedesaan,Tidak,1,Tidak,71,Tidak,Tidak,71,14,Tidak,Perempuan,76,Tidak Layak,0
2.62,1,Hukum,Ya,5339059,Petani,2,Kontrak,Pedesaan,Tidak,2,Tidak,60,Tidak,Tidak,95,14,Tidak,Laki-laki,95,Tidak Layak,0
3.08,3,Hukum,Tidak,6946253,Pegawai Negeri,6,Milik Sendiri,3T,Ya,2,Ya,50,Tidak,Tidak,96,16,Tidak,Perempuan,61,Tidak Layak,0
2.9,3,Pendidikan,Tidak,8906983,Pegawai Negeri,5,Kontrak,Pedesaan,Tidak,5,Ya,83,Tidak,Ya,80,12,Ya,Laki-laki,43,Tidak Layak,0
3.14,4,Sastra,Tidak,3018067,Pegawai Negeri,5,Menumpang,Perkotaan,Tidak,2,Tidak,86,Ada,Ya,97,6,Tidak,Laki-laki,51,Tidak Layak,0
3.47,2,Pendidikan,Tidak,5054570,Buruh,5,Menumpang,Pedesaan,Ya,0,Tidak,83,Ada,Ya,66,5,Tidak,Laki-laki,29,Tidak Layak,0
3.24,8,Hukum,Ya,4958768,Buruh,3,Milik Sendiri,Perkotaan,Tidak,0,Tidak,58,Tidak,Ya,63,7,Tidak,Perempuan,59,Tidak Layak,0
2.34,2,Teknik Informatika,Tidak,1725651,Pedagang,4,Milik Sendiri,Pedesaan,Ya,0,Tidak,63,Tidak,Tidak,86,0,Tidak,Laki-laki,92,Tidak Layak,0
2.92,8,Kedokteran,Tidak,8154679,Petani,3,Kontrak,Perkotaan,Ya,1,Ya,80,Tidak,Tidak,66,17,Tidak,Perempuan,86,Tidak Layak,0
2.59,5,Pertanian,Ya,3556477,Karyawan Swasta,1,Kontrak,Perkotaan,Ya,3,Ya,54,Tidak,Tidak,56,14,Tidak,Laki-laki,24,Tidak Layak,0
3.01,2,Kedokteran,Tidak,8918465,Pegawai Negeri,3,Menumpang,Pedesaan,Tidak,4,Ya,93,Ada,Tidak,60,6,Tidak,Laki-laki,20,Tidak Layak,0
3.26,3,Pendidikan,Tidak,8448628,Wirausaha,5,Kontrak,Perkotaan,Ya,2,Tidak,69,Tidak,Ya,69,10,Tidak,Perempuan,57,Tidak Layak,0
3.84,5,Ekonomi,Tidak,7498173,Petani,4,Milik Sendiri,Perkotaan,Ya,1,Tidak,99,Tidak,Ya,95,6,Tidak,Perempuan,37,Tidak Layak,0
3.56,6,Teknik Informatika,Tidak,6915713,Pegawai Negeri,5,Menumpang,Perkotaan,Tidak,4,Tidak,67,Ada,Ya,65,5,Tidak,Perempuan,92,Tidak Layak,0
2.84,8,Teknik Informatika,Tidak,7044171,Wirausaha,6,Kontrak,Pedesaan,Tidak,4,Ya,56,Ada,Tidak,67,17,Tidak,Perempuan,14,Tidak Layak,0
3.08,8,Hukum,Tidak,1741325,Pegawai Negeri,6,Kontrak,Perkotaan,Tidak,4,Ya,62,Ada,Tidak,65,10,Tidak,Perempuan,71,Layak,6454581
3.11,5,Teknik Informatika,Ya,1640916,Tidak Bekerja,6,Menumpang,Perkotaan,Tidak,2,Tidak,78,Ada,Ya,70,14,Tidak,Perempuan,42,Layak,3669208
2.94,5,Sastra,Tidak,888196,Pedagang,1,Menumpang,Pedesaan,Ya,3,Tidak,83,Ada,Tidak,51,18,Tidak,Laki-laki,64,Layak,4743662
3.48,8,Sastra,Tidak,1625910,Wirausaha,1,Menumpang,3T,Ya,0,Tidak,82,Ada,Tidak,89,20,Tidak,Laki-laki,98,Layak,7737414
3.29,7,Sastra,Tidak,3053581,Wirausaha,3,Milik Sendiri,3T,Ya,3,Tidak,94,Tidak,Ya,75,18,Tidak,Perempuan,2,Tidak Layak,0
2.74,1,Kedokteran,Tidak,3024885,Pegawai Negeri,2,Menumpang,Perkotaan,Ya,3,Tidak,62,Tidak,Ya,62,4,Tidak,Laki-laki,12,Tidak Layak,0
3.24,1,Teknik Informatika,Tidak,9560975,Pegawai Negeri,1,Kontrak,Perkotaan,Tidak,5,Ya,69,Ada,Tidak,67,7,Tidak,Laki-laki,98,Tidak Layak,0
4,6,Teknik Informatika,Ya,7875951,Petani,4,Milik Sendiri,Pedesaan,Tidak,5,Ya,53,Tidak,Tidak,75,6,Tidak,Perempuan,75,Tidak Layak,0
3.01,2,Manajemen,Tidak,9001071,Buruh,6,Menumpang,3T,Tidak,0,Tidak,97,Tidak,Tidak,76,6,Tidak,Laki-laki,64,Tidak Layak,0
2.42,6,Pertanian,Tidak,2378919,Karyawan Swasta,1,Milik Sendiri,Pedesaan,Ya,0,Ya,69,Ada,Tidak,91,9,Tidak,Laki-laki,83,Layak,7398756
3.49,7,Pertanian,Ya,5108971,Wirausaha,6,Kontrak,3T,Tidak,1,Tidak,58,Ada,Ya,94,15,Tidak,Laki-laki,76,Tidak Layak,0
2.82,4,Sastra,Tidak,7460470,Tidak Bekerja,2,Kontrak,3T,Tidak,1,Tidak,92,Ada,Tidak,57,5,Ya,Laki-laki,39,Tidak Layak,0
2.76,7,Pendidikan,Tidak,4949004,Buruh,3,Milik Sendiri,Perkotaan,Ya,3,Ya,59,Tidak,Ya,84,12,Tidak,Laki-laki,20,Tidak Layak,0
3.52,2,Teknik Informatika,Tidak,4236280,Petani,4,Milik Sendiri,3T,Ya,3,Tidak,84,Tidak,Ya,88,20,Ya,Perempuan,60,Tidak Layak,0
2.5,5,Hukum,Tidak,9559463,Pegawai Negeri,5,Menumpang,Perkotaan,Ya,5,Tidak,86,Ada,Ya,64,16,Tidak,Laki-laki,28,Tidak Layak,0
3.1,2,Manajemen,Tidak,5236204,Buruh,1,Milik Sendiri,Pedesaan,Ya,5,Ya,95,Tidak,Tidak,98,4,Tidak,Perempuan,84,Layak,3218202
2.71,1,Ekonomi,Tidak,3820146,Pedagang,1,Milik Sendiri,Perkotaan,Tidak,1,Ya,70,Ada,Tidak,80,11,Tidak,Perempuan,57,Tidak Layak,0
3.72,4,Pertanian,Tidak,9658337,Karyawan Swasta,1,Menumpang,Pedesaan,Tidak,2,Ya,61,Tidak,Tidak,81,17,Tidak,Laki-laki,85,Tidak Layak,0
3.76,6,Sastra,Ya,6630767,Karyawan Swasta,6,Milik Sendiri,Perkotaan,Ya,1,Tidak,57,Ada,Tidak,58,11,Tidak,Perempuan,70,Tidak Layak,0
2.53,2,Hukum,Tidak,9071557,Pedagang,2,Menumpang,Pedesaan,Ya,5,Tidak,83,Ada,Ya,84,11,Tidak,Laki-laki,47,Tidak Layak,0
2.88,3,Manajemen,Tidak,4295970,Tidak Bekerja,6,Milik Sendiri,Pedesaan,Tidak,3,Tidak,67,Ada,Tidak,68,12,Tidak,Perempuan,60,Tidak Layak,0
3.19,8,Pendidikan,Ya,5533050,Petani,1,Kontrak,Perkotaan,Tidak,1,Tidak,89,Ada,Ya,98,13,Tidak,Perempuan,20,Tidak Layak,0
3.31,4,Ekonomi,Tidak,7529809,Karyawan Swasta,5,Milik Sendiri,Pedesaan,Ya,1,Tidak,67,Ada,Tidak,57,18,Tidak,Laki-laki,26,Tidak Layak,0
3.42,8,Hukum,Tidak,5994025,Petani,6,Milik Sendiri,Pedesaan,Ya,5,Tidak,64,Tidak,Tidak,57,17,Tidak,Perempuan,19,Tidak Layak,0
3.2,2,Pendidikan,Tidak,1187389,Karyawan Swasta,3,Milik Sendiri,Perkotaan,Ya,1,Tidak,94,Tidak,Tidak,64,16,Tidak,Perempuan,30,Tidak Layak,0
2.76,8,Ekonomi,Tidak,2264796,Tidak Bekerja,3,Menumpang,Perkotaan,Tidak,5,Tidak,76,Tidak,Tidak,55,0,Tidak,Perempuan,31,Tidak Layak,0
3.06,8,Kedokteran,Tidak,4958615,Petani,6,Kontrak,Pedesaan,Tidak,3,Tidak,92,Tidak,Ya,88,3,Tidak,Laki-laki,73,Tidak Layak,0
3.42,2,Manajemen,Tidak,4503283,Pegawai Negeri,5,Menumpang,Perkotaan,Tidak,3,Tidak,52,Tidak,Tidak,79,18,Tidak,Laki-laki,51,Tidak Layak,0
3.08,7,Teknik Informatika,Tidak,3532275,Petani,6,Kontrak,3T,Tidak,0,Tidak,66,Tidak,Tidak,72,7,Tidak,Laki-laki,41,Tidak Layak,0
3.3,8,Sastra,Tidak,3194288,Pedagang,5,Menumpang,Perkotaan,Tidak,2,Tidak,61,Tidak,Ya,71,11,Tidak,Laki-laki,40,Tidak Layak,0
3.56,5,Manajemen,Tidak,2017205,Wirausaha,4,Kontrak,Perkotaan,Tidak,3,Ya,95,Tidak,Tidak,71,14,Tidak,Laki-laki,21,Layak,4707505
3.41,1,Manajemen,Ya,5709788,Buruh,6,Menumpang,Pedesaan,Tidak,4,Ya,89,Ada,Ya,55,2,Tidak,Perempuan,33,Tidak Layak,0
2.38,3,Pendidikan,Tidak,7156473,Pedagang,4,Milik Sendiri,Perkotaan,Tidak,2,Tidak,55,Tidak,Ya,78,1,Tidak,Laki-laki,85,Tidak Layak,0
3.46,5,Teknik Informatika,Tidak,4173793,Pedagang,2,Kontrak,Perkotaan,Ya,0,Ya,51,Tidak,Tidak,76,17,Tidak,Laki-laki,52,Tidak Layak,0
3.4,3,Ekonomi,Tidak,6994523,Wirausaha,3,Menumpang,Perkotaan,Ya,2,Tidak,73,Ada,Tidak,84,11,Tidak,Laki-laki,41,Tidak Layak,0
2.7,4,Hukum,Ya,9013662,Wirausaha,4,Menumpang,Pedesaan,Tidak,4,Ya,72,Ada,Tidak,67,18,Tidak,Perempuan,79,Tidak Layak,0
2.85,8,Pertanian,Tidak,1584777,Pedagang,1,Menumpang,Pedesaan,Tidak,2,Tidak,95,Ada,Ya,93,11,Tidak,Perempuan,72,Layak,4114030
4,1,Pertanian,Tidak,2737355,Karyawan Swasta,2,Menumpang,Pedesaan,Ya,5,Ya,64,Tidak,Ya,99,17,Tidak,Perempuan,0,Layak,7113648
2.83,1,Pendidikan,Tidak,1691407,Buruh,1,Menumpang,Pedesaan,Ya,1,Ya,88,Ada,Ya,51,20,Tidak,Laki-laki,42,Layak,2747473
2.71,2,Ekonomi,Tidak,7000351,Tidak Bekerja,4,Kontrak,Perkotaan,Ya,2,Ya,69,Tidak,Ya,95,13,Tidak,Perempuan,11,Tidak Layak,0
3.4,3,Sastra,Tidak,4302391,Pegawai Negeri,6,Menumpang,3T,Ya,0,Tidak,51,Ada,Ya,93,11,Tidak,Laki-laki,67,Tidak Layak,0
3.3,1,Teknik Informatika,Tidak,5638255,Petani,5,Menumpang,Pedesaan,Ya,1,Ya,89,Tidak,Ya,84,6,Tidak,Laki-laki,87,Layak,3297475
3.39,6,Hukum,Tidak,3477821,Buruh,2,Kontrak,3T,Ya,4,Tidak,100,Ada,Tidak,68,3,Tidak,Laki-laki,75,Layak,6349399
2.93,3,Manajemen,Tidak,3104706,Buruh,3,Kontrak,Perkotaan,Ya,3,Tidak,57,Ada,Tidak,65,11,Tidak,Perempuan,24,Tidak Layak,0
3.55,7,Teknik Informatika,Tidak,8560167,Tidak Bekerja,6,Menumpang,Perkotaan,Ya,4,Ya,91,Tidak,Tidak,98,17,Tidak,Perempuan,41,Layak,3136452
3.3,8,Kedokteran,Tidak,7652449,Karyawan Swasta,4,Kontrak,3T,Ya,0,Ya,80,Tidak,Tidak,81,9,Tidak,Laki-laki,67,Tidak Layak,0
3.62,1,Kedokteran,Tidak,5652615,Buruh,6,Menumpang,Pedesaan,Tidak,5,Ya,51,Ada,Tidak,74,6,Tidak,Laki-laki,87,Layak,5639012
2.96,3,Pendidikan,Tidak,1250288,Pedagang,1,Kontrak,Perkotaan,Tidak,5,Ya,95,Ada,Tidak,63,18,Tidak,Laki-laki,5,Tidak Layak,0
3.75,7,Kedokteran,Tidak,2451710,Pegawai Negeri,1,Milik Sendiri,Perkotaan,Tidak,2,Tidak,74,Ada,Tidak,75,1,Tidak,Laki-laki,79,Layak,7608059
3.41,5,Ekonomi,Tidak,5696562,Pedagang,6,Menumpang,Perkotaan,Ya,0,Tidak,76,Tidak,Tidak,62,15,Tidak,Laki-laki,80,Layak,7809305
3.46,7,Teknik Informatika,Tidak,8035120,Pedagang,6,Menumpang,Pedesaan,Tidak,0,Ya,100,Tidak,Ya,61,17,Tidak,Perempuan,87,Tidak Layak,0
3.12,7,Sastra,Tidak,5276554,Tidak Bekerja,5,Kontrak,3T,Ya,1,Tidak,85,Tidak,Ya,58,16,Tidak,Perempuan,61,Tidak Layak,0
3.65,2,Manajemen,Tidak,7010631,Pedagang,1,Menumpang,Perkotaan,Ya,4,Ya,97,Ada,Tidak,88,1,Tidak,Laki-laki,98,Layak,3765226
3.46,6,Teknik Informatika,Tidak,3062057,Pegawai Negeri,3,Milik Sendiri,Pedesaan,Ya,5,Ya,74,Ada,Tidak,82,2,Tidak,Laki-laki,42,Tidak Layak,0
3.28,8,Teknik Informatika,Tidak,1664051,Tidak Bekerja,2,Menumpang,Pedesaan,Ya,1,Tidak,70,Ada,Ya,93,2,Tidak,Laki-laki,79,Layak,3425352
3.58,6,Pendidikan,Ya,2241350,Wirausaha,2,Milik Sendiri,Pedesaan,Ya,3,Tidak,57,Ada,Ya,86,17,Tidak,Perempuan,73,Layak,7408891
3.64,7,Sastra,Tidak,6988875,Karyawan Swasta,6,Milik Sendiri,Perkotaan,Tidak,2,Tidak,90,Tidak,Tidak,59,14,Tidak,Perempuan,28,Tidak Layak,0
3.66,3,Sastra,Tidak,3425160,Karyawan Swasta,3,Milik Sendiri,Pedesaan,Ya,2,Ya,79,Tidak,Ya,75,4,Tidak,Perempuan,26,Layak,5404033
2.99,7,Ekonomi,Tidak,8088532,Karyawan Swasta,4,Kontrak,Pedesaan,Ya,3,Ya,83,Ada,Ya,63,6,Tidak,Perempuan,59,Tidak Layak,0
2.99,7,Pendidikan,Tidak,4082165,Karyawan Swasta,2,Kontrak,3T,Tidak,2,Tidak,99,Tidak,Ya,62,6,Tidak,Laki-laki,84,Tidak Layak,0
3.54,7,Ekonomi,Ya,7931976,Petani,6,Milik Sendiri,Pedesaan,Tidak,2,Tidak,93,Ada,Tidak,86,6,Tidak,Perempuan,59,Layak,4061068
3.52,3,Pertanian,Tidak,9401791,Wirausaha,6,Milik Sendiri,Perkotaan,Tidak,0,Ya,53,Tidak,Ya,70,11,Tidak,Laki-laki,27,Tidak Layak,0
3.5,5,Manajemen,Tidak,5793212,Buruh,4,Kontrak,Pedesaan,Ya,2,Ya,85,Ada,Ya,60,13,Tidak,Perempuan,20,Layak,6711579
2.87,8,Sastra,Tidak,4684066,Petani,6,Milik Sendiri,Perkotaan,Ya,0,Ya,74,Tidak,Tidak,80,5,Tidak,Perempuan,56,Tidak Layak,0
3.19,3,Pertanian,Tidak,8750481,Wirausaha,5,Kontrak,Perkotaan,Tidak,2,Ya,58,Tidak,Tidak,59,3,Tidak,Laki-laki,81,Tidak Layak,0
2.88,6,Sastra,Tidak,1893728,Pegawai Negeri,5,Kontrak,3T,Tidak,3,Tidak,73,Tidak,Ya,82,8,Tidak,Laki-laki,62,Tidak Layak,0
3.08,6,Hukum,Ya,4506465,Wirausaha,3,Kontrak,Pedesaan,Ya,0,Ya,98,Tidak,Ya,71,17,Ya,Laki-laki,94,Tidak Layak,0
3.2,1,Sastra,Tidak,8387321,Karyawan Swasta,4,Milik Sendiri,Perkotaan,Ya,3,Ya,82,Tidak,Tidak,95,10,Tidak,Perempuan,92,Layak,4194358
